MSOA21CD,MSOA21NM,year,retail_units,total_rateable_value,total_floor_area,retail_vacancy_proxy,occupation_classification_completeness,occupation_classified_records,station_count,top100_station_count,mean_station_shock,weighted_shock_numerator,baseline_station_volume,study_submarket,workplace_msoa_station_shock,high_affected_group,comparison_label,retail_units_2019,total_rateable_value_2019,total_floor_area_2019,retail_vacancy_proxy_2019,retail_units_log_change_2019,log_retail_units_2019,total_rateable_value_log_change_2019,log_total_rateable_value_2019,total_floor_area_log_change_2019,log_total_floor_area_2019,retail_vacancy_proxy_change_2019
E02000566,Islington 013,2024,198.0,4864025.0,17656.849999999995,0.03535353535353535,1.0,198.0,1,0,0.5611939493406878,31298.908942628837,55772,Tech Belt & Midtown,0.5611939493406878,0,Less-affected comparison,207.0,4947145.0,18512.289999999994,0.017857142857142856,-0.04423325497682562,5.337538079701318,-0.016944354601823974,15.414321402610414,-0.04730840884237608,9.826244131534558,0.017496392496392496
E02000566,Islington 013,2025,199.0,4888775.0,17844.589999999997,0.05025125628140704,1.0,199.0,1,0,0.5611939493406878,31298.908942628837,55772,Tech Belt & Midtown,0.5611939493406878,0,Less-affected comparison,207.0,4947145.0,18512.289999999994,0.017857142857142856,-0.03922071315328157,5.337538079701318,-0.0118688792397883,15.414321402610414,-0.036732433674361076,9.826244131534558,0.03239411342426418
E02000575,Islington 022,2023,605.0,22001569.0,69167.86,0.07360861759425494,1.0,557.0,2,1,0.8915349858039401,152008.77938036015,156811,Tech Belt & Midtown,0.9693757413724812,1,Top-100 affected,542.0,20693899.0,57849.43000000001,0.0625,0.109770666135379,6.297109319933935,0.061274843595878536,16.84534952881681,0.17868987471475606,10.96561616561062,0.011108617594254938
E02000575,Islington 022,2024,546.0,21121322.0,60322.61,0.07063197026022305,1.0,538.0,2,1,0.8915349858039401,152008.77938036015,156811,Tech Belt & Midtown,0.9693757413724812,1,Top-100 affected,542.0,20693899.0,57849.43000000001,0.0625,0.007339482488045945,6.297109319933935,0.020444128069048162,16.84534952881681,0.041862682760536174,10.96561616561062,0.008131970260223054
E02000575,Islington 022,2025,558.0,21340472.0,63629.95,0.07832422586520947,1.0,549.0,2,1,0.8915349858039401,152008.77938036015,156811,Tech Belt & Midtown,0.9693757413724812,1,Top-100 affected,542.0,20693899.0,57849.43000000001,0.0625,0.029040153221163933,6.297109319933935,0.03076643972388382,16.84534952881681,0.09523910056920037,10.96561616561062,0.01582422586520947
E02000576,Islington 023,2023,383.0,14397290.0,61656.81,0.0963855421686747,1.0,332.0,1,1,1.2959670993184824,120487.35719073864,92971,Tech Belt & Midtown,1.2959670993184824,1,Top-100 affected,349.0,14963555.0,53539.16,0.04905660377358491,0.09270939810426793,5.857933154483459,-0.03857758095056596,16.52112820279907,0.1411678779664065,10.888187305489751,0.047328938395089795
E02000576,Islington 023,2024,313.0,14158890.0,51921.16,0.11290322580645161,1.0,310.0,1,1,1.2959670993184824,120487.35719073864,92971,Tech Belt & Midtown,1.2959670993184824,1,Top-100 affected,349.0,14963555.0,53539.16,0.04905660377358491,-0.10854016857520588,5.857933154483459,-0.05527487884537052,16.52112820279907,-0.030686352511807513,10.888187305489751,0.0638466220328667
E02000576,Islington 023,2025,320.0,13964490.0,52876.4,0.12063492063492064,1.0,315.0,1,1,1.2959670993184824,120487.35719073864,92971,Tech Belt & Midtown,1.2959670993184824,1,Top-100 affected,349.0,14963555.0,53539.16,0.04905660377358491,-0.08649203135344319,5.857933154483459,-0.06909989436542574,16.52112820279907,-0.012456000100348419,10.888187305489751,0.07157831686133573
E02000577,Kensington and Chelsea 001,2023,198.0,6301855.0,31540.250000000004,0.09743589743589744,1.0,195.0,1,0,0.46903430930761447,6521.922070922379,13905,West End,0.46903430930761447,0,Less-affected comparison,178.0,3755130.0,13197.14,0.07954545454545454,0.10591901888373734,5.187385805840755,0.5177210217599519,15.138633729389419,0.8712203023898208,9.487831189554935,0.017890442890442892
E02000577,Kensington and Chelsea 001,2024,176.0,5943040.0,22118.309999999998,0.08571428571428572,1.0,175.0,1,0,0.46903430930761447,6521.922070922379,13905,West End,0.46903430930761447,0,Less-affected comparison,178.0,3755130.0,13197.14,0.07954545454545454,-0.011236073266926105,5.187385805840755,0.45909778380820576,15.138633729389419,0.5163750721047542,9.487831189554935,0.006168831168831171
E02000577,Kensington and Chelsea 001,2025,183.0,5963360.0,31143.21,0.11538461538461539,1.0,182.0,1,0,0.46903430930761447,6521.922070922379,13905,West End,0.46903430930761447,0,Less-affected comparison,178.0,3755130.0,13197.14,0.07954545454545454,0.02754995176823094,5.187385805840755,0.4625110768799985,15.138633729389419,0.8585524425844451,9.487831189554935,0.03583916083916085
E02000582,Kensington and Chelsea 006,2023,392.0,16908000.0,30831.940000000002,0.20876288659793815,1.0,388.0,1,0,0.49853611802660414,22361.339037965303,44854,West End,0.49853611802660414,0,Less-affected comparison,275.0,17427450.0,27883.75,0.05474452554744526,0.3534087461521116,5.62040086571715,-0.030259664878066417,16.673557164690482,0.10050365460439714,10.235835223389884,0.15401836105049288
E02000582,Kensington and Chelsea 006,2024,317.0,16338675.0,25613.58,0.17665615141955837,1.0,317.0,1,0,0.49853611802660414,22361.339037965303,44854,West End,0.49853611802660414,0,Less-affected comparison,275.0,17427450.0,27883.75,0.05474452554744526,0.14165051706302734,5.62040086571715,-0.06451154872908305,16.673557164690482,-0.08491822379360059,10.235835223389884,0.12191162587211311
E02000582,Kensington and Chelsea 006,2025,335.0,16337875.0,26126.33,0.16417910447761194,1.0,335.0,1,0,0.49853611802660414,22361.339037965303,44854,West End,0.49853611802660414,0,Less-affected comparison,275.0,17427450.0,27883.75,0.05474452554744526,0.19671029424605457,5.62040086571715,-0.06456051350359004,16.673557164690482,-0.06509805149678982,10.235835223389884,0.10943457893016668
E02000588,Kensington and Chelsea 012,2023,530.0,148010450.0,298887.45,0.1362763915547025,1.0,521.0,1,1,0.7264594836856804,34342.64563175685,47274,West End,0.7264594836856804,1,Top-100 affected,473.0,150312650.0,283289.97000000003,0.06223175965665236,0.11355469954686193,6.161207321695077,-0.015434578737512084,18.828228022837653,0.05359589486678473,12.554229810972453,0.07404463189805013
E02000588,Kensington and Chelsea 012,2024,447.0,99722000.0,274859.05000000005,0.13288288288288289,1.0,444.0,1,1,0.7264594836856804,34342.64563175685,47274,West End,0.7264594836856804,1,Top-100 affected,473.0,150312650.0,283289.97000000003,0.06223175965665236,-0.05641408928009195,6.161207321695077,-0.4103311402340246,18.828228022837653,-0.0302124729528348,12.554229810972453,0.07065112322623052
E02000588,Kensington and Chelsea 012,2025,467.0,102934000.0,282709.95000000007,0.1447084233261339,1.0,463.0,1,1,0.7264594836856804,34342.64563175685,47274,West End,0.7264594836856804,1,Top-100 affected,473.0,150312650.0,283289.97000000003,0.06223175965665236,-0.012739025777429802,6.161207321695077,-0.3786294490129407,18.828228022837653,-0.0020495344009976435,12.554229810972453,0.08247666366948153
E02000590,Kensington and Chelsea 014,2023,337.0,32321850.0,55228.79,0.14285714285714285,1.0,336.0,1,0,0.36005434306188666,36420.21690939596,101152,West End,0.36005434306188666,0,Less-affected comparison,310.0,33659850.0,50756.420000000006,0.06451612903225806,0.08325298330378494,5.739792912179234,-0.04056225908115252,17.331816320098003,0.08444466749323709,10.834813093113398,0.07834101382488479
E02000590,Kensington and Chelsea 014,2024,297.0,24426150.0,47670.13999999999,0.11447811447811448,1.0,297.0,1,0,0.36005434306188666,36420.21690939596,101152,West End,0.36005434306188666,0,Less-affected comparison,310.0,33659850.0,50756.420000000006,0.06451612903225806,-0.04269942567382934,5.739792912179234,-0.32065144146666213,17.331816320098003,-0.06273163078889255,10.834813093113398,0.04996198544585642
E02000590,Kensington and Chelsea 014,2025,301.0,23577650.0,48501.61,0.11627906976744186,1.0,301.0,1,0,0.36005434306188666,36420.21690939596,101152,West End,0.36005434306188666,0,Less-affected comparison,310.0,33659850.0,50756.420000000006,0.06451612903225806,-0.029365894804364245,5.739792912179234,-0.356006490307351,17.331816320098003,-0.045440203202778306,10.834813093113398,0.051762940735183796
E02000592,Kensington and Chelsea 016,2023,201.0,16402400.0,43651.58,0.09090909090909091,1.0,198.0,1,0,0.45486870533001234,19939.62456684642,43836,West End,0.45486870533001234,0,Less-affected comparison,191.0,17018450.0,35473.34999999999,0.047872340425531915,0.05077232537342358,5.2574953720277815,-0.03687038187433345,16.649808666391994,0.2074524869523664,10.47656517909787,0.043036750483559
E02000592,Kensington and Chelsea 016,2024,184.0,14320075.0,34412.36,0.09340659340659341,1.0,182.0,1,0,0.45486870533001234,19939.62456684642,43836,West End,0.45486870533001234,0,Less-affected comparison,191.0,17018450.0,35473.34999999999,0.047872340425531915,-0.03713954694945709,5.2574953720277815,-0.17263563964673523,16.649808666391994,-0.030365039040276542,10.47656517909787,0.04553425298106149
E02000592,Kensington and Chelsea 016,2025,184.0,14179325.0,34414.55,0.10989010989010989,1.0,182.0,1,0,0.45486870533001234,19939.62456684642,43836,West End,0.45486870533001234,0,Less-affected comparison,191.0,17018450.0,35473.34999999999,0.047872340425531915,-0.03713954694945709,5.2574953720277815,-0.1825131201882435,16.649808666391994,-0.03030140298964845,10.47656517909787,0.062017769464577974
E02000594,Kensington and Chelsea 018,2023,219.0,30810100.0,42054.78,0.11059907834101383,1.0,217.0,1,1,0.814758575763068,46078.67125228031,56555,West End,0.8147585757630679,1,Top-100 affected,204.0,31473025.0,38791.15000000001,0.0297029702970297,0.07061756721395351,5.3230099791384085,-0.02128827076238693,17.264641419486306,0.08077892581082224,10.565973185554368,0.08089610804398413
E02000594,Kensington and Chelsea 018,2024,192.0,25503260.0,36010.57,0.06282722513089005,1.0,191.0,1,1,0.814758575763068,46078.67125228031,56555,West End,0.8147585757630679,1,Top-100 affected,204.0,31473025.0,38791.15000000001,0.0297029702970297,-0.06031979023352285,5.3230099791384085,-0.2103245351809626,17.264641419486306,-0.07437763086157823,10.565973185554368,0.03312425483386035
E02000594,Kensington and Chelsea 018,2025,201.0,25312760.0,37391.509999999995,0.075,1.0,200.0,1,1,0.814758575763068,46078.67125228031,56555,West End,0.8147585757630679,1,Top-100 affected,204.0,31473025.0,38791.15000000001,0.0297029702970297,-0.014742281737203378,5.3230099791384085,-0.21782220559732224,17.264641419486306,-0.0367474895876132,10.565973185554368,0.045297029702970296
E02000621,Lambeth 004,2023,196.0,7273375.0,34931.94,0.06,1.0,100.0,1,1,0.7688644335428899,80661.56772298458,104910,West End,0.7688644335428899,1,Top-100 affected,194.0,8085825.0,44029.42,0.02631578947368421,0.010204170174241689,5.272999558563747,-0.10589209441536873,15.90562321027707,-0.23145053505942315,10.692636037655019,0.03368421052631579
E02000621,Lambeth 004,2024,182.0,7348550.0,33113.7,0.023529411764705882,1.0,85.0,1,1,0.7688644335428899,80661.56772298458,104910,West End,0.7688644335428899,1,Top-100 affected,194.0,8085825.0,44029.42,0.02631578947368421,-0.06351340572232544,5.272999558563747,-0.0956095013804017,15.90562321027707,-0.28490346611564377,10.692636037655019,-0.002786377708978327
E02000621,Lambeth 004,2025,190.0,7598150.0,34320.15000000001,0.02857142857142857,1.0,70.0,1,1,0.7688644335428899,80661.56772298458,104910,West End,0.7688644335428899,1,Top-100 affected,194.0,8085825.0,44029.42,0.02631578947368421,-0.020726130517116914,5.272999558563747,-0.062207724093880756,15.90562321027707,-0.249118976455998,10.692636037655019,0.0022556390977443615
E02000747,Newham 034,2023,88.0,3290675.0,23890.94,0.0,1.0,11.0,1,0,0.2137491748655419,9916.892967886817,46395,Canary Wharf,0.2137491748655419,0,Less-affected comparison,71.0,2087100.0,16095.679999999998,0.0,0.21197025071608433,4.276666119016055,0.45531699304642004,14.551286579713453,0.3949281240202094,9.68636831852798,0.0
E02000747,Newham 034,2024,78.0,3526860.0,18158.28,0.14285714285714285,1.0,7.0,1,0,0.2137491748655419,9916.892967886817,46395,Canary Wharf,0.2137491748655419,0,Less-affected comparison,71.0,2087100.0,16095.679999999998,0.0,0.09278173345096619,4.276666119016055,0.5246322184644505,14.551286579713453,0.12056868526422448,9.68636831852798,0.14285714285714285
E02000747,Newham 034,2025,100.0,4541610.0,22222.170000000002,,,0.0,1,0,0.2137491748655419,9916.892967886817,46395,Canary Wharf,0.2137491748655419,0,Less-affected comparison,71.0,2087100.0,16095.679999999998,0.0,0.33845439782520437,4.276666119016055,0.7775057731761681,14.551286579713453,0.32252239875648847,9.68636831852798,
E02000808,Southwark 002,2023,634.0,26544935.0,78757.85999999999,0.02895752895752896,1.0,518.0,2,2,0.9913701515699278,266930.3201481571,257984,Southbank,1.0346778100508445,1,Top-100 affected,540.0,24796280.0,66563.13,0.04339250493096647,0.1602057200462106,6.293419278846481,0.0681453127841003,17.026204240212714,0.16822493544688477,11.10592112284896,-0.01443497597343751
E02000808,Southwark 002,2024,534.0,29867560.0,66824.04000000001,0.00954653937947494,1.0,419.0,2,2,0.9913701515699278,266930.3201481571,257984,Southbank,1.0346778100508445,1,Top-100 affected,540.0,24796280.0,66563.13,0.04339250493096647,-0.011152531950474831,6.293419278846481,0.18607929281244395,17.026204240212714,0.003912016736357771,11.10592112284896,-0.033845965551491525
E02000808,Southwark 002,2025,559.0,30219085.0,69464.88,0.009523809523809525,1.0,420.0,2,2,0.9913701515699278,266930.3201481571,257984,Southbank,1.0346778100508445,1,Top-100 affected,540.0,24796280.0,66563.13,0.04339250493096647,0.034517504882713546,6.293419278846481,0.1977800292678218,17.026204240212714,0.04266985290395908,11.10592112284896,-0.033868695407156944
E02000810,Southwark 004,2023,105.0,1662775.0,13219.78,0.011764705882352941,1.0,85.0,1,0,0.4396460438086037,13217.079015018055,30063,Southbank,0.4396460438086037,0,Less-affected comparison,100.0,1607525.0,12458.519999999997,0.022222222222222223,0.04831857727080724,4.61512051684126,0.03379214362414373,14.290206909146626,0.05930484485309151,9.430240268324924,-0.010457516339869282
E02000810,Southwark 004,2024,95.0,2269950.0,11774.669999999998,0.013333333333333334,1.0,75.0,1,0,0.4396460438086037,13217.079015018055,30063,Southbank,0.4396460438086037,0,Less-affected comparison,100.0,1607525.0,12458.519999999997,0.022222222222222223,-0.05077232537342358,4.61512051684126,0.3450618941748971,14.290206909146626,-0.05644945084674724,9.430240268324924,-0.008888888888888889
E02000810,Southwark 004,2025,95.0,2269950.0,11774.669999999998,0.013333333333333334,1.0,75.0,1,0,0.4396460438086037,13217.079015018055,30063,Southbank,0.4396460438086037,0,Less-affected comparison,100.0,1607525.0,12458.519999999997,0.022222222222222223,-0.05077232537342358,4.61512051684126,0.3450618941748971,14.290206909146626,-0.05644945084674724,9.430240268324924,-0.008888888888888889
E02000871,Tower Hamlets 008,2023,43.0,559700.0,3832.6899999999996,0.22580645161290322,1.0,31.0,1,0,0.4274262528297138,6054.065445080067,14164,Canary Wharf,0.4274262528297138,0,Less-affected comparison,46.0,618100.0,3629.1499999999996,0.3448275862068966,-0.06595796779179741,3.8501476017100584,-0.09924916195795674,13.334407153507243,0.054553816114014,8.197029248719202,-0.11902113459399336
E02000871,Tower Hamlets 008,2024,39.0,633575.0,3623.61,0.07142857142857142,1.0,28.0,1,0,0.4274262528297138,6054.065445080067,14164,Canary Wharf,0.4274262528297138,0,Less-affected comparison,46.0,618100.0,3629.1499999999996,0.3448275862068966,-0.16126814759612218,3.8501476017100584,0.024728086469812283,13.334407153507243,-0.0015272734251343678,8.197029248719202,-0.2733990147783252
E02000871,Tower Hamlets 008,2025,39.0,664325.0,3715.0400000000004,0.10714285714285714,1.0,28.0,1,0,0.4274262528297138,6054.065445080067,14164,Canary Wharf,0.4274262528297138,0,Less-affected comparison,46.0,618100.0,3629.1499999999996,0.3448275862068966,-0.16126814759612218,3.8501476017100584,0.07212111832343027,13.334407153507243,0.023384615419240973,8.197029248719202,-0.23768472906403942
E02000874,Tower Hamlets 011,2023,89.0,3535130.0,35970.25,0.16901408450704225,1.0,71.0,2,1,0.48453453357825266,37238.779216458905,65664,Tech Belt & Midtown,0.5671110382623493,1,Top-100 affected,64.0,3437580.0,14890.23,0.15,0.3254224004346282,4.174387269895637,0.027982330301984604,15.05027858431571,0.8819475592253276,9.608527728042073,0.019014084507042256
E02000874,Tower Hamlets 011,2024,78.0,3300725.0,16186.459999999997,0.30303030303030304,1.0,66.0,2,1,0.48453453357825266,37238.779216458905,65664,Tech Belt & Midtown,0.5671110382623493,1,Top-100 affected,64.0,3437580.0,14890.23,0.15,0.1950605825713847,4.174387269895637,-0.040625582075451305,15.05027858431571,0.08346441935429638,9.608527728042073,0.15303030303030304
E02000874,Tower Hamlets 011,2025,80.0,3364975.0,16555.359999999997,0.2463768115942029,1.0,69.0,2,1,0.48453453357825266,37238.779216458905,65664,Tech Belt & Midtown,0.5671110382623493,1,Top-100 affected,64.0,3437580.0,14890.23,0.15,0.22006188477680233,4.174387269895637,-0.021347195523864215,15.05027858431571,0.10599786897284424,9.608527728042073,0.09637681159420292
E02000876,Tower Hamlets 013,2023,290.0,7302980.0,39811.25,0.26153846153846155,1.0,195.0,1,0,0.14419309437444183,6469.223179109333,44865,Tech Belt & Midtown,0.14419309437444183,0,Less-affected comparison,249.0,7503100.0,34628.7,0.14583333333333334,0.1518623493092468,5.521460917862246,-0.027033780791100526,15.830826959719417,0.13946295850996115,10.452466974349992,0.11570512820512821
E02000876,Tower Hamlets 013,2024,247.0,7239060.0,31823.360000000004,0.1511627906976744,1.0,172.0,1,0,0.14419309437444183,6469.223179109333,44865,Tech Belt & Midtown,0.14419309437444183,0,Less-affected comparison,249.0,7503100.0,34628.7,0.14583333333333334,-0.008032171697263557,5.521460917862246,-0.035824899901385265,15.830826959719417,-0.08447966110302652,10.452466974349992,0.005329457364341067
E02000876,Tower Hamlets 013,2025,248.0,7098860.0,32086.57,0.17613636363636365,1.0,176.0,1,0,0.14419309437444183,6469.223179109333,44865,Tech Belt & Midtown,0.14419309437444183,0,Less-affected comparison,249.0,7503100.0,34628.7,0.14583333333333334,-0.004008021397538641,5.521460917862246,-0.05538205311215627,15.830826959719417,-0.07624296763811067,10.452466974349992,0.030303030303030304
